OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00466900, UPPER CAPE COD REGIONAL TECHNICAL SCHOOL                               , MA ,025323310,Public, 45 , 45 ," $156,400.00 ", 45 ," $78,194.00 "
00467300, BAKER COLLEGE                                                          , MI ,485075508,Private-Nonprofit," 18,273 "," 19,153 "," $58,730,897.00 "," 22,237 "," $26,059,393.00 "
00469200, DORSEY SCHOOL OF BUSINESS                                              , MI ,481952334,Proprietary," 1,204 "," 1,228 "," $3,384,539.00 "," 1,725 "," $1,750,879.00 "
00470300, LOGAN COLLEGE OF CHIROPRACTIC                                          , MO ,630061065,Private-Nonprofit, 37 , 39 ," $84,517.00 ", 75 ," $83,401.00 "
00470700, COVENANT THEOLOGICAL SEMINARY                                          , MO ,631418609,Private-Nonprofit, -   , -   , $-   , -   , $-   
00471100, LINN STATE TECHNICAL COLLEGE                                           , MO ,650519607,Public, 529 , 530 ," $1,722,280.00 ", 536 ," $942,673.00 "
00471300, THREE RIVERS COMMUNITY COLLEGE                                         , MO ,639012393,Public, 969 , 969 ," $3,519,951.00 "," 1,297 "," $2,258,748.00 "
00472900, MOUNT WASHINGTON COLLEGE                                               , NH ,031037230,Proprietary, 974 ," 1,073 "," $2,935,193.00 "," 1,843 "," $1,702,844.00 "
00473100, DANIEL WEBSTER COLLEGE                                                 , NH ,030631300,Proprietary, 409 , 410 ," $1,653,793.00 ", 418 ," $835,756.00 "
00473600, BERGEN COMMUNITY COLLEGE                                               , NJ ,076521595,Public," 1,267 "," 1,274 "," $4,376,897.00 "," 1,317 "," $2,357,727.00 "
00474000, MERCER COUNTY COMMUNITY COLLEGE                                        , NJ ,086900182,Public, 614 , 651 ," $2,015,084.00 ", 663 ," $1,023,156.00 "
00474200, CENTRAL NEW MEXICO COMMUNITY COLLEGE                                   , NM ,871064096,Public," 4,286 "," 4,393 "," $15,527,505.00 "," 4,417 "," $5,281,168.00 "
00474300, CLOVIS COMMUNITY COLLEGE                                               , NM ,881018381,Public, 170 , 174 ," $600,353.00 ", 344 ," $333,172.00 "
00475900, CUNY YORK COLLEGE                                                      , NY ,114510001,Public, 589 , 589 ," $2,295,232.00 ", 739 ," $1,266,241.00 "
00476500, CUNY GRADUATE SCHOOL & UNIVERSITY CENTER                               , NY ,100164309,Public, 185 , 190 ," $705,262.00 ", 244 ," $426,420.00 "
00478800, SUNY HERKIMER COUNTY COMMUNITY COLLEGE                                 , NY ,133501598,Public," 1,337 "," 1,380 "," $4,179,293.00 "," 2,743 "," $2,314,597.00 "
00479900, MONROE COLLEGE                                                         , NY ,104684305,Proprietary," 3,561 "," 3,640 "," $12,953,443.00 "," 3,634 "," $6,916,235.00 "
00481100, EVEREST INSTITUTE                                                      , NY ,146213007,Proprietary, 723 , 783 ," $2,354,445.00 "," 1,056 "," $1,291,794.00 "
00483800, GUILFORD TECHNICAL COMMUNITY COLLEGE                                   , NC ,272820309,Public," 4,330 "," 4,330 "," $14,377,769.00 "," 12,572 "," $7,931,670.00 "
00484400, WAKE TECHNICAL COMMUNITY COLLEGE                                       , NC ,276035696,Public," 5,625 "," 5,627 "," $18,544,919.00 "," 5,626 "," $10,317,904.00 "
00484500, WILSON COMMUNITY COLLEGE                                               , NC ,278933310,Public, 226 , 226 ," $733,429.00 ", 227 ," $414,523.00 "
00485200, CLARK STATE COMMUNITY COLLEGE                                          , OH ,455054795,Public," 2,646 "," 2,646 "," $9,286,632.00 "," 2,685 "," $4,773,163.00 "
00485300, BRADFORD SCHOOL                                                        , OH ,432193129,Proprietary, 383 , 386 ," $1,191,412.00 ", 484 ," $844,924.00 "
00485500, DAVIS COLLEGE                                                          , OH ,436234307,Proprietary, 218 , 220 ," $707,280.00 ", 444 ," $466,549.00 "
00486100, UNIVERSITY OF NORTHWESTERN OHIO                                        , OH ,458051498,Private-Nonprofit," 3,118 "," 3,667 "," $9,962,105.00 "," 8,150 "," $6,440,176.00 "
00486600, STAUTZENBERGER COLLEGE                                                 , OH ,435374007,Proprietary, 913 , 919 ," $2,909,757.00 "," 1,335 "," $1,473,175.00 "
00487800, CLACKAMAS COMMUNITY COLLEGE                                            , OR ,970457998,Public, 962 , 962 ," $3,435,703.00 ", 977 ," $1,202,523.00 "
00488200, OREGON HEALTH & SCIENCE UNIVERSITY                                     , OR ,972393098,Public, 439 , 441 ," $2,038,270.00 ", 816 ," $1,284,215.00 "
00488900, CAMBRIA ROWE BUSINESS COLLEGE                                          , PA ,159022494,Proprietary, 141 , 142 ," $493,364.00 ", 244 ," $299,127.00 "
00489000, CENTRAL PENN COLLEGE                                                   , PA ,170930309,Proprietary, 789 , 798 ," $2,551,795.00 "," 1,124 "," $1,469,265.00 "
00489300, DUBOIS BUSINESS COLLEGE                                                , PA ,158012401,Proprietary, 111 , 113 ," $329,382.00 ", 173 ," $207,422.00 "
00489400, ERIE BUSINESS CENTER                                                   , PA ,165011305,Proprietary, 241 , 241 ," $533,785.00 ", 426 ," $416,056.00 "
00489800, MCCANN SCHOOL OF BUSINESS & TECHNOLOGY                                 , PA ,179011335,Proprietary," 3,842 "," 4,337 "," $12,183,164.00 "," 6,472 "," $6,986,203.00 "
00489900, MERCY HOSPITAL SCHOOL OF NURSING                                       , PA ,152195166,Private-Nonprofit, 105 , 106 ," $355,835.00 ", 196 ," $354,085.00 "
00490100, NEWPORT BUSINESS INSTITUTE                                             , PA ,150683929,Proprietary, 8 , 8 ," $33,000.00 ", 8 ," $11,001.00 "
00490200, PENN COMMERCIAL BUSINESS/TECHNICAL SCHOOL                              , PA ,153012871,Proprietary, 245 , 249 ," $785,761.00 ", 468 ," $593,335.00 "
00491000, KAPLAN CAREER INSTITUTE                                                , PA ,171113571,Proprietary, 631 , 649 ," $1,915,810.00 "," 1,010 "," $1,083,687.00 "
00491400, NEWPORT BUSINESS INSTITUTE                                             , PA ,177015855,Proprietary, 3 , 3 ," $9,000.00 ", 3 ," $4,500.00 "
00492000, TRIDENT TECHNICAL COLLEGE                                              , SC ,294238067,Public," 6,460 "," 6,460 "," $22,541,587.00 "," 6,460 "," $12,125,145.00 "
00492300, CLINTON COLLEGE                                                        , SC ,297305152,Private-Nonprofit, 132 , 139 ," $275,600.00 ", 276 ," $272,975.00 "
00492400, FORREST COLLEGE                                                        , SC ,296242405,Proprietary, 59 , 59 ," $202,228.00 ", 94 ," $118,163.00 "
00492500, HORRY GEORGETOWN TECHNICAL COLLEGE                                     , SC ,295269521,Public," 3,633 "," 3,682 "," $11,476,674.00 "," 3,701 "," $6,033,270.00 "
00492600, TRI-COUNTY TECHNICAL COLLEGE                                           , SC ,296709133,Public, 953 , 966 ," $1,771,070.00 "," 1,915 "," $1,753,451.00 "
00492700, UNIVERSITY OF SOUTH CAROLINA - UNION                                   , SC ,293790729,Public, 263 , 267 ," $998,205.00 ", 267 ," $514,239.00 "
00492900, AVERA MCKENNAN HOSPITAL                                                , SD ,571175045,Private-Nonprofit, 2 , 2 ," $7,000.00 ", 2 ," $3,500.00 "
00493400, DAYMAR INSTITUTE                                                       , TN ,372171056,Proprietary, 341 , 341 ," $1,176,315.00 ", 387 ," $470,993.00 "
00493800, SOUTH COLLEGE                                                          , TN ,379093323,Proprietary, 279 , 279 ," $1,064,887.00 ", 290 ," $368,398.00 "
00494700, WEST TENNESSEE BUSINESS COLLEGE                                        , TN ,383013256,Proprietary, 73 , 73 ," $220,566.00 ", 82 ," $123,365.00 "
00494900, BAYLOR COLLEGE OF MEDICINE                                             , TX ,770303498,Private-Nonprofit, -   , -   , $-   , -   , $-   
00495100, UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON                   , TX ,770305400,Public, 93 , 93 ," $450,354.00 ", 118 ," $294,168.00 "
00495200, UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON                        , TX ,775551305,Public, 344 , 352 ," $1,820,039.00 ", 352 ," $962,493.00 "
00497200, GALVESTON COLLEGE                                                      , TX ,775507447,Public, 183 , 183 ," $573,122.00 ", 202 ," $347,494.00 "
00497700, SOUTH TEXAS COLLEGE OF LAW                                             , TX ,770027006,Private-Nonprofit, -   , -   , $-   , -   , $-   
00498800, CENTRAL VIRGINIA COMMUNITY COLLEGE                                     , VA ,245022498,Public, 135 , 135 ," $451,657.00 ", 135 ," $225,475.00 "
00499200, MILLER-MOTTE TECHNICAL COLLEGE                                         , VA ,245024353,Proprietary," 2,666 "," 2,898 "," $8,425,577.00 "," 4,271 "," $4,908,228.00 "
00499600, DABNEY S LANCASTER COMMUNITY COLLEGE                                   , VA ,244221000,Public, 173 , 173 ," $454,868.00 ", 173 ," $284,644.00 "
00499900, BELLINGHAM TECHNICAL COLLEGE                                           , WA ,982251599,Public, 661 , 664 ," $1,944,981.00 ", 923 ," $944,168.00 "
00500000, PIERCE COLLEGE                                                         , WA ,984981919,Public, 764 , 768 ," $2,496,641.00 "," 1,312 "," $1,647,445.00 "
00500100, EDMONDS COMMUNITY COLLEGE                                              , WA ,980365999,Public, 798 , 798 ," $2,611,746.00 "," 1,143 "," $1,249,064.00 "
00500600, WALLA WALLA COMMUNITY COLLEGE                                          , WA ,993629267,Public, 918 , 918 ," $3,096,211.00 ", 962 ," $1,048,915.00 "
00500700, WEST VIRGINIA JUNIOR COLLEGE                                           , WV ,265055596,Proprietary, 246 , 246 ," $813,129.00 ", 350 ," $424,220.00 "
00500800, MOUNTAIN STATE COLLEGE                                                 , WV ,261013993,Proprietary, 75 , 75 ," $255,526.00 ", 82 ," $95,204.00 "
00501500, UNIVERSITY OF WISCONSIN - PARKSIDE                                     , WI ,531412000,Public," 2,143 "," 2,211 "," $8,585,933.00 "," 2,195 "," $4,401,353.00 "
00501900, UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS                                 , PR ,006810118,Private-Nonprofit, 470 , 523 ," $1,051,529.00 "," 1,044 "," $1,050,179.00 "
00502200, BAYAMON CENTRAL UNIVERSITY                                             , PR ,009601725,Private-Nonprofit, 321 , 321 ," $1,507,020.00 ", 344 ," $793,142.00 "
00503400, AMERICAN UNIVERSITY IN CAIRO (THE)                                     ,,000011835,Foreign-Private, 13 , 13 ," $63,750.00 ", 13 ," $31,702.00 "
00506400, SAINT JAMES MERCY HOSPITAL SCHOOL OF RADIOLOGIC SCIENCES               , NY ,148432197,Private-Nonprofit, 30 , 32 ," $111,853.00 ", 32 ," $55,927.00 "
00510200, SCHOOL OF DIAGNOSTIC IMAGING-CLEVELAND CLINIC HEALTH SYSTEM            , OH ,441191090,Private-Nonprofit, 23 , 23 ," $89,450.00 ", 23 ," $45,750.00 "
00520400, BEAL COLLEGE                                                           , ME ,044016896,Proprietary, 244 , 245 ," $837,087.00 ", 455 ," $250,889.00 "
00520800, COLLEGE OF WESTCHESTER (THE)                                           , NY ,106061231,Proprietary, 649 , 650 ," $2,310,168.00 ", 954 ," $1,265,273.00 "
00522000, SALT LAKE COMMUNITY COLLEGE                                            , UT ,841230000,Public," 5,577 "," 5,745 "," $19,081,109.00 "," 5,743 "," $9,605,664.00 "
00522300, NEW RIVER COMMUNITY COLLEGE                                            , VA ,240841127,Public, 615 , 627 ," $1,842,089.00 ", 627 ," $1,095,423.00 "
00524400, BLUEGRASS COMMUNITY & TECHNICAL COLLEGE                                , KY ,405060235,Public," 4,252 "," 4,252 "," $15,149,992.00 "," 4,234 "," $7,727,497.00 "
00524500, UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON                  , AR ,721109601,Public, 573 , 577 ," $1,641,259.00 ", 804 ," $1,024,704.00 "
00525200, RIDGEWATER COLLEGE                                                     , MN ,562012098,Public," 1,567 "," 1,606 "," $4,913,144.00 "," 1,606 "," $2,762,860.00 "
00525800, HAWAII COMMUNITY COLLEGE                                               , HI ,967204075,Public, 303 , 303 ," $949,508.00 ", 367 ," $565,313.00 "
00526300, MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE                         , MN ,562411096,Public," 1,106 "," 1,154 "," $3,733,349.00 "," 1,154 "," $2,122,903.00 "
00526400, FLINT HILLS TECHNICAL COLLEGE                                          , KS ,668015999,Public, 231 , 232 ," $806,051.00 ", 243 ," $417,582.00 "
00526500, NORTH CENTRAL KANSAS TECHNICAL COLLEGE                                 , KS ,674200000,Public, 392 , 392 ," $1,421,656.00 ", 391 ," $710,833.00 "
00526700, NORTHWEST KANSAS TECHNICAL COLLEGE                                     , KS ,677353441,Public, 235 , 237 ," $443,186.00 ", 237 ," $441,436.00 "
00527100, SOUTHCENTRAL KENTUCKY COMMUNITY AND TECHNICAL COLLEGE                  , KY ,421013601,Public," 1,613 "," 1,613 "," $5,528,556.00 "," 1,609 "," $2,944,095.00 "
00527300, GATEWAY COMMUNITY AND TECHNICAL COLLEGE                                , KY ,410422031,Public," 1,783 "," 1,863 "," $6,196,030.00 "," 1,839 "," $3,164,758.00 "
00527600, CENTRAL MAINE COMMUNITY COLLEGE                                        , ME ,042106498,Public," 1,149 "," 1,151 "," $3,918,556.00 "," 1,156 "," $2,009,538.00 "
00527700, EASTERN MAINE COMMUNITY COLLEGE                                        , ME ,044014280,Public, 916 , 921 ," $3,091,069.00 ", 921 ," $1,658,576.00 "
00527900, GREATER LOWELL REGIONAL VOCATIONAL TECHNICAL SCHOOL                    , MA ,018792214,Public, 38 , 40 ," $119,783.00 ", 40 ," $59,890.00 "
00528800, KIRKSVILLE AREA TECHNICAL CENTER                                       , MO ,635013977,Public, 1 , 1 ," $1,328.00 ", 1 ," $1,328.00 "
00528900, WAYNESVILLE CAREER CENTER                                              , MO ,655832131,Public, 27 , 27 ," $105,500.00 ", 27 ," $52,750.00 "
00529100, WHITE MOUNTAINS COMMUNITY COLLEGE                                      , NH ,035703799,Public, 334 , 335 ," $1,186,769.00 ", 337 ," $602,660.00 "
00529400, WAUKESHA COUNTY TECHNICAL COLLEGE                                      , WI ,530724601,Public," 1,865 "," 1,873 "," $6,245,355.00 "," 1,871 "," $3,345,676.00 "
00530100, NORTHEAST WISCONSIN TECHNICAL COLLEGE                                  , WI ,543034999,Public," 3,099 "," 3,117 "," $11,037,691.00 "," 3,111 "," $5,683,925.00 "
00530400, CHIPPEWA VALLEY TECHNICAL COLLEGE                                      , WI ,547016162,Public," 2,192 "," 2,223 "," $7,063,068.00 "," 2,224 "," $3,896,040.00 "
00530600, BATES TECHNICAL COLLEGE                                                , WA ,984054895,Public, 274 , 274 ," $710,786.00 ", 510 ," $434,447.00 "
00530900, LAKE AREA TECHNICAL INSTITUTE                                          , SD ,572010730,Public, 953 , 957 ," $3,238,701.00 ", 978 ," $1,596,384.00 "
00531000, PITTSBURGH INSTITUTE OF AERONAUTICS                                    , PA ,151222674,Private-Nonprofit, 202 , 203 ," $710,599.00 ", 261 ," $506,434.00 "
00531300, NORTH CENTRAL STATE COLLEGE                                            , OH ,449061546,Public, 731 , 731 ," $1,884,137.00 ", 731 ," $1,012,222.00 "
00531700, FORSYTH TECHNICAL COMMUNITY COLLEGE                                    , NC ,271035197,Public," 1,618 "," 1,618 "," $5,378,558.00 "," 1,628 "," $2,952,339.00 "
00531800, CATAWBA VALLEY COMMUNITY COLLEGE                                       , NC ,286028302,Public, 303 , 303 ," $998,850.00 ", 303 ," $529,055.00 "
00532000, CAPE FEAR COMMUNITY COLLEGE                                            , NC ,284013910,Public," 1,811 "," 1,812 "," $5,994,393.00 "," 1,837 "," $3,233,854.00 "
00533000, FAYETTE COUNTY CAREER & TECHNICAL INSTITUTE                            , PA ,154010122,Public, 40 , 40 ," $105,290.00 ", 40 ," $53,014.00 "
00533500, CENTRAL PENNSYLVANIA INSTITUTE OF SCIENCE AND TECHNOLOGY               , PA ,168238644,Public, 101 , 101 ," $304,427.00 ", 146 ," $225,260.00 "
00533900, METRO TECHNOLOGY CENTERS SCHOOL DISTRICT #22                           , OK ,731115240,Public, 137 , 137 ," $424,277.00 ", 138 ," $218,556.00 "
00536300, DENMARK TECHNICAL COLLEGE                                              , SC ,290420000,Public," 1,190 "," 1,190 "," $4,083,210.00 "," 1,190 "," $2,066,396.00 "
00536500, YORK COUNTY SCHOOL OF TECHNOLOGY                                       , PA ,174024696,Public, 30 , 30 ," $88,917.00 ", 30 ," $48,425.00 "
00537200, SOUTH PUGET SOUND COMMUNITY COLLEGE                                    , WA ,985126292,Public, 452 , 462 ," $1,356,390.00 ", 885 ," $985,475.00 "
00537300, LAKE WASHINGTON INSTITUTE OF TECHNOLOGY                                , WA ,980348505,Public, 713 , 724 ," $2,175,310.00 ", 984 ," $1,209,361.00 "
00538000, MID-STATE TECHNICAL COLLEGE                                            , WI ,544945512,Public," 1,106 "," 1,107 "," $3,251,313.00 "," 1,118 "," $1,919,187.00 "
00538400, NICOLET AREA TECHNICAL COLLEGE                                         , WI ,545010518,Public, 503 , 506 ," $1,602,405.00 ", 505 ," $897,757.00 "
00538700, NORTHCENTRAL TECHNICAL INSTITUTE                                       , WI ,544011899,Public," 1,716 "," 1,750 "," $5,831,800.00 "," 1,753 "," $2,970,465.00 "
00538900, GATEWAY TECHNICAL COLLEGE                                              , WI ,531441690,Public," 1,952 "," 1,954 "," $6,349,385.00 "," 1,954 "," $3,465,373.00 "
00539000, BLACKHAWK TECHNICAL COLLEGE                                            , WI ,535475009,Public," 1,243 "," 1,251 "," $4,505,236.00 "," 1,251 "," $2,267,397.00 "
00539900, MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT                             , NJ ,077534473,Public, 33 , 33 ," $109,152.00 ", 33 ," $54,576.00 "
00542400, SOUTH CENTRAL CAREER CENTER                                            , MO ,657753334,Public, 38 , 38 ," $93,625.00 ", 64 ," $74,275.00 "
00542600, SIKESTON CAREER AND TECHNOLOGY CENTER                                  , MO ,638013347,Public, 39 , 39 ," $129,840.00 ", 39 ," $64,921.00 "
00542900, ROLLA TECHNICAL INSTITUTE CENTER                                       , MO ,654013601,Public, 87 , 89 ," $294,386.00 ", 120 ," $203,689.00 "
00543000, POPLAR BLUFF TECHNICAL CAREER CENTER                                   , MO ,639018960,Public, 33 , 33 ," $103,657.00 ", 33 ," $51,830.00 "
00543800, SALINE COUNTY CAREER CENTER                                            , MO ,653401698,Public, 14 , 14 ," $45,823.00 ", 14 ," $22,912.00 "
00544500, TRUMAN MEDICAL CENTER SCHOOL OF NURSE ANESTHESIA                       , MO ,641082677,Private-Nonprofit, -   , -   , $-   , -   , $-   
00544800, DURHAM TECHNICAL COMMUNITY COLLEGE                                     , NC ,277035023,Public, 943 , 943 ," $3,356,144.00 "," 1,680 "," $1,700,210.00 "
00545200, TETERBORO SCHOOL OF AERONAUTICS                                        , NJ ,076081083,Proprietary, 56 , 56 ," $216,900.00 ", 89 ," $116,785.00 "
00546100, SALEM COMMUNITY COLLEGE                                                , NJ ,080692799,Public, 176 , 176 ," $529,995.00 ", 177 ," $317,595.00 "
00549800, WICHITA AREA TECHNICAL COLLEGE - MAIN CAMPUS                           , KS ,672268101,Public," 1,153 "," 1,174 "," $3,897,972.00 "," 1,297 "," $1,847,291.00 "
00549900, SALINA AREA TECHNICAL COLLEGE                                          , KS ,674018195,Public, 113 , 113 ," $359,420.00 ", 113 ," $185,029.00 "
00550000, MANHATTAN AREA TECHNICAL COLLEGE                                       , KS ,665032499,Public, 412 , 413 ," $1,341,509.00 ", 413 ," $763,310.00 "
00551900, DIMAN REGIONAL VOCATIONAL TECHNICAL INSTITUTE                          , MA ,027233519,Public, 50 , 50 ," $171,491.00 ", 50 ," $84,247.00 "
00552300, BLUE HILLS REGIONAL TECHNICAL SCHOOL                                   , MA ,020211398,Public, 35 , 35 ," $106,610.00 ", 37 ," $60,099.00 "
00552500, SOUTHERN MAINE COMMUNITY COLLEGE                                       , ME ,041061698,Public," 2,513 "," 2,537 "," $8,859,085.00 "," 2,566 "," $4,516,825.00 "
00553200, CAPE GIRARDEAU CAREER AND TECHNOLOGY CENTER                            , MO ,637037511,Public, 101 , 103 ," $308,971.00 ", 121 ," $150,093.00 "
00553300, SAINT PAUL COLLEGE - A COMMUNITY & TECHNICAL COLLEGE                   , MN ,551021800,Public," 2,943 "," 3,070 "," $9,606,059.00 "," 3,860 "," $6,106,182.00 "
00553400, ST. CLOUD TECHNICAL AND COMMUNITY COLLEGE                              , MN ,563031240,Public," 1,982 "," 2,041 "," $6,279,799.00 "," 2,041 "," $3,618,261.00 "
00553500, PINE TECHNICAL COLLEGE                                                 , MN ,550632198,Public, 459 , 487 ," $1,633,507.00 ", 487 ," $1,028,055.00 "
00553700, SOUTH CENTRAL COLLEGE                                                  , MN ,560011920,Public," 1,539 "," 1,652 "," $4,772,348.00 "," 1,652 "," $3,121,088.00 "
00554100, MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE                        , MN ,565731405,Public," 2,761 "," 2,944 "," $8,927,753.00 "," 3,606 "," $5,134,369.00 "
00554400, ALEXANDRIA TECHNICAL AND COMMUNITY COLLEGE                             , MN ,563083799,Public, 946 , 974 ," $3,257,937.00 ", 974 ," $1,794,561.00 "
00560100, ALBANY TECHNICAL COLLEGE                                               , GA ,317012648,Public," 2,401 "," 2,406 "," $9,093,226.00 "," 4,757 "," $3,091,619.00 "
00561800, SAVANNAH TECHNICAL COLLEGE                                             , GA ,314055594,Public, 918 , 929 ," $2,962,112.00 ", 964 ," $1,456,102.00 "
00561900, NORTH GEORGIA TECHNICAL COLLEGE -                                      , GA ,305230000,Public, 319 , 320 ," $1,072,321.00 ", 325 ," $547,076.00 "
00562200, GEORGIA PIEDMONT TECHNICAL COLLEGE                                     , GA ,300212397,Public," 1,295 "," 1,315 "," $4,700,482.00 "," 2,626 "," $1,624,514.00 "
00569700, NORTHWEST - SHOALS COMMUNITY COLLEGE                                   , AL ,356623206,Public, 710 , 730 ," $2,186,662.00 ", 889 ," $1,323,775.00 "
00570700, SOUTHEAST ARKANSAS COLLEGE                                             , AR ,716033900,Public, 369 , 374 ," $1,067,274.00 ", 747 ," $655,273.00 "
00575200, CLOVER PARK TECHNICAL COLLEGE                                          , WA ,984994004,Public," 1,079 "," 1,087 "," $3,265,906.00 "," 2,261 "," $2,381,987.00 "
00575300, OWENS STATE COMMUNITY COLLEGE                                          , OH ,435510000,Public," 4,220 "," 4,220 "," $14,572,657.00 "," 4,318 "," $7,427,492.00 "
00575400, ROWAN-CABARRUS COMMUNITY COLLEGE                                       , NC ,281468357,Public," 1,813 "," 1,813 "," $6,229,465.00 "," 1,877 "," $3,314,915.00 "
00575700, LAKE SUPERIOR COLLEGE                                                  , MN ,558113399,Public," 1,996 "," 2,197 "," $6,633,978.00 "," 2,195 "," $4,166,492.00 "
00575900, NORTHWEST TECHNICAL COLLEGE - BEMIDJI                                  , MN ,566014907,Public, 440 , 478 ," $1,428,424.00 ", 507 ," $776,052.00 "
00576000, NORTHERN MAINE COMMUNITY COLLEGE                                       , ME ,047692016,Public, 390 , 390 ," $1,307,581.00 ", 390 ," $708,657.00 "
00576300, CENTRAL GEORGIA TECHNICAL COLLEGE                                      , GA ,312063628,Public," 1,835 "," 1,849 "," $5,897,876.00 "," 1,847 "," $2,151,117.00 "
00613600, NATIONAL AVIATION ACADEMY - NEW ENGLAND                                , MA ,017302620,Proprietary, 125 , 125 ," $419,276.00 ", 167 ," $296,246.00 "
00616500, LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH                , CA ,900331018,Public, 59 , 59 ," $195,780.00 ", 59 ," $116,405.00 "
00618100, BRIDGEPORT HOSPITAL SCHOOL OF NURSING                                  , CT ,066102896,Private-Nonprofit, 124 , 124 ," $420,454.00 ", 125 ," $227,376.00 "
00619100, ST VINCENT'S COLLEGE                                                   , CT ,066069966,Private-Nonprofit, 355 , 355 ," $1,406,165.00 ", 355 ," $716,115.00 "
00621400, BLESSING HOSPITAL                                                      , IL ,623010000,Private-Nonprofit, 105 , 105 ," $470,753.00 ", 105 ," $256,982.00 "
00622500, TRINITY COLLEGE OF NURSING AND HEALTH SCIENCES                         , IL ,612015317,Private-Nonprofit, 128 , 128 ," $524,732.00 ", 128 ," $262,057.00 "
00622800, METHODIST COLLEGE                                                      , IL ,616033716,Private-Nonprofit, 340 , 340 ," $1,574,901.00 ", 341 ," $791,525.00 "
00624000, SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING                        , IL ,616033783,Private-Nonprofit, 198 , 199 ," $861,650.00 ", 199 ," $508,201.00 "
00625700, SAINT ELIZABETH SCHOOL OF NURSING                                      , IN ,479042198,Private-Nonprofit, 118 , 118 ," $451,679.00 ", 119 ," $237,052.00 "
00626700, UNITYPOINT HEALTH-DES MOINES                                           , IA ,503091499,Private-Nonprofit, 8 , 8 ," $31,000.00 ", 8 ," $15,500.00 "
00627300, MERCY COLLEGE OF HEALTH SCIENCES                                       , IA ,503091239,Private-Nonprofit, 528 , 531 ," $2,174,667.00 ", 535 ," $882,171.00 "
00630500, CENTRAL MAINE MEDICAL CENTER COLLEGE OF NURSING AND HEALTH PROFESSIONS , ME ,042439986,Private-Nonprofit, 135 , 136 ," $470,993.00 ", 187 ," $277,880.00 "
00632200, SIGNATURE HEALTHCARE BROCKTON HOSPITAL SCHOOL OF NURSING               , MA ,023023395,Private-Nonprofit, 246 , 246 ," $870,063.00 ", 305 ," $498,644.00 "
00632400, LABOURE COLLEGE                                                        , MA ,021245698,Private-Nonprofit, 327 , 327 ," $1,073,833.00 ", 326 ," $627,947.00 "
00633100," LAWRENCE MEMORIAL HOSPITAL, SCHOOL OF NURSING                          ", MA ,021551643,Private-Nonprofit, 219 , 222 ," $761,372.00 ", 222 ," $412,690.00 "
00638500, CHAMBERLAIN COLLEGE OF NURSING                                         , IL ,601010000,Proprietary," 7,992 "," 10,855 "," $36,907,364.00 "," 21,113 "," $21,541,462.00 "
00638900, GOLDFARB SCHOOL OF NURSING AT BARNES-JEWISH COLLEGE                    , MO ,631101091,Private-Nonprofit, 138 , 138 ," $692,025.00 ", 138 ," $353,510.00 "
00639200, RESEARCH MEDICAL CENTER                                                , MO ,641321199,Proprietary, 119 , 120 ," $586,415.00 ", 120 ," $293,211.00 "
00639900, BRYAN COLLEGE OF HEALTH SCIENCES                                       , NE ,685061398,Private-Nonprofit, 313 , 313 ," $1,330,078.00 ", 313 ," $678,513.00 "
00640400, NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH                  , NE ,681142852,Private-Nonprofit, 430 , 434 ," $1,417,672.00 ", 449 ," $901,187.00 "
00641700, HOLY NAME MEDICAL CENTER SCHOOL OF NURSING                             , NJ ,076664254,Private-Nonprofit, 96 , 96 ," $373,700.00 ", 96 ," $186,850.00 "
00642000, MONTCLAIR HOSPITAL LLC                                                 , NJ ,070424898,Proprietary, 79 , 79 ," $306,534.00 ", 79 ," $153,268.00 "
00642100, JFK MEDICAL CENTER MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCHOOLS  , NJ ,070613399,Private-Nonprofit, 238 , 238 ," $813,719.00 ", 238 ," $490,546.00 "
00642900, ST FRANCIS MEDICAL CENTER                                              , NJ ,086291986,Private-Nonprofit, 7 , 7 ," $26,500.00 ", 7 ," $13,250.00 "
00643500, ARNOT OGDEN MEDICAL CENTER - SCHOOL OF RADIOLOGIC TECHNOLOGY           , NY ,149051676,Private-Nonprofit, 56 , 58 ," $212,266.00 ", 58 ," $73,993.00 "
00643800, PHILLIPS BETH ISRAEL SCHOOL OF NURSING                                 , NY ,100016354,Private-Nonprofit, 129 , 129 ," $483,258.00 ", 129 ," $247,629.00 "
00644300, COCHRAN SCHOOL OF NURSING SAINT JOHN'S RIVERSIDE HOSP                  , NY ,107011399,Private-Nonprofit, 50 , 50 ," $89,643.00 ", 50 ," $89,643.00 "
